timestamp,timeframe,ai_score,e1d_hv_standard_50_neutralized_H4,e1e_acoustic_power_128_neutralized_H4,e1a_statistical_variance_10_neutralized_H1,e1c_wma_200_neutralized_H6,e1a_fast_volume_mean_50_neutralized_H6,e1e_hilbert_amp_cv_100_neutralized_H6,e1b_theil_sen_slope_100_neutralized_H6,e1f_tonality_48_neutralized_H12,e1b_theil_sen_slope_50_neutralized_H12,e1e_wavelet_entropy_64_neutralized_H12,e1a_statistical_moment_7_50_neutralized_H12,e1d_intraday_return_neutralized_H12,e1e_hilbert_freq_energy_ratio_100_neutralized_H4,e1f_network_clustering_50_neutralized_H1,e1c_di_plus_13_neutralized_H12,e1c_relative_vigor_index_20_neutralized_H1,e1f_network_density_20_neutralized_H1,e1c_rvi_signal_10_neutralized_H1,e1c_relative_vigor_index_10_neutralized_H1,e1e_hilbert_phase_stability_50_neutralized_H1,e1e_signal_peak_to_peak_100_neutralized_H6,e1f_semantic_flow_25_neutralized_H1,e1e_signal_rms_50_neutralized_H1,e1e_hilbert_phase_var_50_neutralized_H1,e1f_harmony_48_neutralized_H1,e1e_spectral_bandwidth_128_neutralized_H1,e1e_wavelet_mean_256_neutralized_H4,e1f_golden_ratio_adherence_55_neutralized_M15,e1e_acoustic_frequency_256_neutralized_H1,e1c_trend_strength_50_neutralized_H1,e1c_atr_volatility_13_neutralized_H1,e1c_ema_deviation_50_neutralized_H12,e1b_adf_statistic_100_neutralized_H6,e1e_spectral_centroid_128_neutralized_M15,log_return_neutralized_M15,e1c_bb_width_pct_30_2.5_neutralized_M15,e1e_spectral_energy_64_neutralized_H6,e1e_spectral_energy_128_neutralized_H1,e1a_statistical_moment_7_20_neutralized_H6,e1e_spectral_rolloff_128_neutralized_M15,e1e_spectral_energy_512_neutralized_H1,e1c_sma_deviation_200_neutralized_M8,e1e_acoustic_frequency_128_neutralized_H12,e1a_statistical_moment_8_50_neutralized_H12,e1c_rvi_signal_20_neutralized_M8,e1e_wavelet_mean_128_neutralized_H12,e1c_rate_of_change_20_neutralized_H12,e1c_trix_14_neutralized_H12,e1e_wavelet_std_32_neutralized_H12
2025-12-22T18:45:00+00:00,Signal,0.8392930714604134,0.003998970942933984,0.003650584519410963,128.33147495999796,4193.862734825871,89965.16,0.021824008170048616,2.890531405782652,0.4807692307692307,5.499499999999963,0.04294053685207419,2.141342617518187,0.005573662545468301,7.316411274400123e-13,0.8494826639023568,37.84646547065646,0.0,0.2736842105263158,0.0,0.0,0.3119596186332653,401.87899999999945,0.9573544950895814,0.0019307017675935794,2.6386350231695985,0.875,0.14420071920462085,0.000354939598753853,0.7249656117781329,0.24609375,0.02500682311258517,0.3403729765618338,0.0,-0.2090482493793686,0.25181759027012834,-4.345403222159917e-05,1.1704958576636129,0.0014313934681146662,0.00043968716903488474,22.71235941755298,0.4296875,0.002467574589461715,1.039858076766525,0.2421875,40.77649584045168,0.0,0.0011230176423661156,5.3175947013323865,13.832250584471485,0.0059079897586579765
